Transaction Type|Action Indicator|State Code / Tribal Indicator|County Code / Tribal Code|Site Number|Parameter|POC|Duration Code|Reported Unit|Method Code|Sample Date|Sample Begin Time|Reported Sample Value|Null Data Code|Collection Frequency Code|Monitor Protocol ID|Qualifier Code - 1|Qualifier Code - 2|Qualifier Code - 3|Qualifier Code - 4|Qualifier Code - 5|Qualifier Code - 6|Qualifier Code - 7|Qualifier Code - 8|Qualifier Code - 9|Qualifier Code - 10|Alternate Method Detection Limit|Uncertainty Value
RD|I|27|123|0017|45501|1|7|001|202|20000915|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20000921|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20000927|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001003|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001009|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001015|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001021|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001027|00:00||AV|||||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001102|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001108|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001114|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001120|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001126|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001202|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001208|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001214|00:00|0.15753||||SQ||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001220|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45501|1|7|001|202|20001226|00:00|0||||ND||||||||||0.11720|
RD|I|27|123|0017|45801|1|7|001|211|20000101|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000107|00:00|0.046||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000113|00:00|0.239||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000119|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000125|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000131|00:00|0.285||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000206|00:00|0.032||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000212|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000218|00:00|0.327||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000224|00:00|0.078||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000301|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000307|00:00||AN|||||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000313|00:00|0.074||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000319|00:00|0.166||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000325|00:00|0.115||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000331|00:00|0.124||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000406|00:00|0.064||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000412|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000418|00:00|0.060||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000424|00:00||AN|||||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000430|00:00||AN|||||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000506|00:00|0.184||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000512|00:00|0.258||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000518|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000524|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000530|00:00||AN|||||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000605|00:00|0.447||||||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000611|00:00|0.138||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000617|00:00|0.124||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000623|00:00|0.170||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000629|00:00|0.101||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000705|00:00|0.157||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000711|00:00|0.272||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000717|00:00|0.097||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000723|00:00|0.290||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000729|00:00|0.097||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000804|00:00|0.193||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000810|00:00|0.318||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000816|00:00|0.115||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000822|00:00|0.295||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000828|00:00|0.258||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000903|00:00||AN|||||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000909|00:00|0.101||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000915|00:00|0.051||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000921|00:00|0.041||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20000927|00:00|0.028||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001003|00:00|0.055||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001009|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001015|00:00|0.069||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001021|00:00|0.051||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001027|00:00||AV|||||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001102|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001108|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001114|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001120|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001126|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001202|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001208|00:00|0.078||||MD||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001214|00:00|0.193||||SQ||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001220|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45801|1|7|001|211|20001226|00:00|0||||ND||||||||||0.128|
RD|I|27|123|0017|45805|1|7|001|211|20000101|00:00|0.102||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000107|00:00|0.126||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000113|00:00|0.709||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000119|00:00|0.054||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000125|00:00|0.114||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000131|00:00|1.040||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000206|00:00|0.102||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000212|00:00|0.138||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000218|00:00|1.251||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000224|00:00|0.186||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000301|00:00|0.150||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000307|00:00||AN|||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000313|00:00|0.222||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000319|00:00|0.523||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000325|00:00|0.313||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000331|00:00|0.397||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000406|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000412|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000418|00:00|0.216||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000424|00:00||AN|||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000430|00:00||AN|||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000506|00:00|0.788||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000512|00:00|1.070||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000518|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000524|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000530|00:00||AN|||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000605|00:00|1.557||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000611|00:00|0.114||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000617|00:00|0.180||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000623|00:00|0.102||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000629|00:00|0.186||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000705|00:00|0.090||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000711|00:00|0.511||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000717|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000723|00:00|0.854||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000729|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000804|00:00|0.289||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000810|00:00|0.758||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000816|00:00|0.271||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000822|00:00|0.812||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000828|00:00|0.824||||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000903|00:00||AN|||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000909|00:00|0.084||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000915|00:00|0.066||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000921|00:00|0.060||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20000927|00:00|0.060||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001003|00:00|0.060||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001009|00:00|0.048||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001015|00:00|0.222||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001021|00:00|0.072||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001027|00:00||AV|||||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001102|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001108|00:00|0.156||||SQ||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001114|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001120|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001126|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001202|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001208|00:00|0.018||||MD||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001214|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001220|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45805|1|7|001|211|20001226|00:00|0||||ND||||||||||0.144|
RD|I|27|123|0017|45806|1|7|001|211|20000101|00:00|0.126||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000107|00:00|0.150||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000113|00:00|0.770||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000119|00:00|0.084||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000125|00:00|0.174||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000131|00:00|1.064||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000206|00:00|0.132||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000212|00:00|0.162||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000218|00:00|1.287||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000224|00:00|0.204||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000301|00:00|0.228||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000307|00:00||AN|||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000313|00:00|0.253||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000319|00:00|0.559||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000325|00:00|0.325||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000331|00:00|0.475||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000406|00:00|0.174||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000412|00:00|0.090||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000418|00:00|0.265||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000424|00:00||AN|||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000430|00:00||AN|||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000506|00:00|0.830||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000512|00:00|1.202||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000518|00:00|0.036||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000524|00:00|0.096||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000530|00:00||AN|||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000605|00:00|1.593||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000611|00:00|0.132||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000617|00:00|0.234||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000623|00:00|0.120||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000629|00:00|0.216||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000705|00:00|0.048||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000711|00:00|0.595||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000717|00:00|0.054||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000723|00:00|0.932||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000729|00:00|0.054||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000804|00:00|0.313||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000810|00:00|0.854||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000816|00:00|0.355||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000822|00:00|0.872||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000828|00:00|0.926||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000903|00:00||AN|||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000909|00:00|0.108||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000915|00:00|0.096||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000921|00:00|0.066||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20000927|00:00|0.072||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001003|00:00|0.108||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001009|00:00|0.072||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001015|00:00|0.247||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001021|00:00|0.084||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001027|00:00||AV|||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001102|00:00|0.024||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001108|00:00|0.168||||SQ||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001114|00:00|0.018||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001120|00:00|0.006||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001126|00:00|0||||ND||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001202|00:00|0.096||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001208|00:00|0.349||||||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001214|00:00|0||||ND||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001220|00:00|0.024||||MD||||||||||0.100|
RD|I|27|123|0017|45806|1|7|001|211|20001226|00:00|0.012||||MD||||||||||0.100|
RD|I|27|123|0017|45807|1|7|001|211|20000101|00:00|0.138||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000107|00:00|0.204||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000113|00:00|0.914||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000119|00:00|0||||ND||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000125|00:00|0.210||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000131|00:00|1.257||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000206|00:00|0.162||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000212|00:00|0.210||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000218|00:00|1.497||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000224|00:00|0.313||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000301|00:00|0.265||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000307|00:00||AN|||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000313|00:00|0.349||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000319|00:00|0.637||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000325|00:00|0.457||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000331|00:00|0.559||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000406|00:00|0.222||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000412|00:00|0.132||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000418|00:00|0.325||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000424|00:00||AN|||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000430|00:00||AN|||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000506|00:00|0.914||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000512|00:00|1.208||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000518|00:00|0.066||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000524|00:00|0.144||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000530|00:00||AN|||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000605|00:00|1.876||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000611|00:00|0.240||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000617|00:00|0.361||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000623|00:00|0.349||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000629|00:00|0.385||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000705|00:00|0.301||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000711|00:00|0.890||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000717|00:00|0.240||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000723|00:00|1.100||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000729|00:00|0.234||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000804|00:00|0.547||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000810|00:00|1.220||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000816|00:00|0.547||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000822|00:00|1.160||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000828|00:00|1.076||||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000903|00:00||AN|||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000909|00:00|0.277||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000915|00:00|0.186||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000921|00:00|0.126||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20000927|00:00|0.114||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001003|00:00|0.216||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001009|00:00|0.168||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001015|00:00|0.319||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001021|00:00|0.210||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001027|00:00||AV|||||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001102|00:00|0.024||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001108|00:00|0.204||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001114|00:00|0.078||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001120|00:00|0.006||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001126|00:00|0.096||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001202|00:00|0.126||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001208|00:00|0.475||||SQ||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001214|00:00|0||||ND||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001220|00:00|0.066||||MD||||||||||0.259|
RD|I|27|123|0017|45807|1|7|001|211|20001226|00:00|0.042||||MD||||||||||0.259|
RD|I|27|123|0021|43207|1|7|001|211|20000101|00:00|0.544||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000107|00:00|0.521||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000113|00:00|0.575||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000119|00:00|0.590||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000125|00:00|0.720||||||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000131|00:00|0.567||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000206|00:00|0.529||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000212|00:00|0.582||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000218|00:00|0.536||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000224|00:00|0.889||||||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000301|00:00|0.582||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000307|00:00|0.567||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000313|00:00|0.598||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000319|00:00|0.590||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000325|00:00|0.659||||||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000331|00:00|0.651||||||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000406|00:00|0.575||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000412|00:00|0.567||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000418|00:00|0.437||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000424|00:00|0.605||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000430|00:00|0.651||||||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000506|00:00|0.590||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000512|00:00|0.483||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000518|00:00|0.590||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000524|00:00|0.628||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000530|00:00|0.598||||SQ||||||||||0.201|
RD|I|27|123|0021|43207|1|7|001|211|20000605|00:00|0.467||||SQ||||||||||0.201|
